Company ID,Company,Company Legal Name,Competitors,Description,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Company Financing Status,Total Raised,Business Status,Ownership Status,Universe,Employees,Exchange,Ticker,Year Founded,Last Updated Date,Parent Company,HQ Country,HQ Location,Last Known Valuation,Last Known Valuation Date,Last Known Valuation Deal Type,Last Financing Date,Last Financing Size,Last Financing Size Status,Last Financing Valuation,Last Financing Valuation Status,Last Financing Deal Type,Last Financing Deal Type 2,Last Financing Deal Class,Last Financing Debt Date,Last Financing Status,Last Financing Debt Size,Last Financing Debt,First Financing Date,First Financing Size,First Financing Size Status,First Financing Deal Type,First Financing Valuation,First Financing Valuation Status,First Financing Deal Type 2,First Financing Deal Class,First Financing Status,First Financing Debt,Revenue,Revenue Growth %,Net Income,Net Debt,Market Cap,Gross Profit,Enterprise Value,EBITDA,EBIT,Total Patent Document,Total Patent Families,Active Patent Document,Pending Patent Document,Patent Expiering the Next Year,Inactive Family Documents,Top CPC Codes,Total Clinical Trials,Acquirers,#Active Investors,Active Investors,Financing Status Notes,Former Investors,Other Investors
183377-35,Alpha Tau Medical (NAS: DRTS),"Alpha Tau Medical, Ltd.","MaveriX Oncology, RadioMedix, Oncosec Medical, Sermonix Pharmaceuticals, Perspective Therapeutics, CSL Behring, Genentech, Amgen, RefleXion (Biotechnology), P-Cure, Biogen, Celgene","Alpha Tau Medical Ltd is a clinical-stage oncology therapeutics company focused on harnessing the innate relative biological effectiveness and short range of alpha particles for use as localized radiation therapy for solid tumors. Its proprietary Alpha DaRT technology is designed to utilize the specific therapeutic properties of alpha particles while aiming to overcome, and even harness for potential benefit, the traditional shortcomings of alpha radiation's limited range. The company derives maximum revenue from Israel.",Healthcare,Pharmaceuticals and Biotechnology,Biotechnology,"Biotechnology*, Drug Discovery","HealthTech, Life Sciences, Oncology, TMT","alpha radiation cancer therapy, cancer care, cancer therapy, cancer therapy product, cancer treatment, cancer treatment product, therapy technology",Formerly VC-backed,149.71,Generating Revenue/Not Profitable,Publicly Held,"Publicly Listed, Venture Capital",125,NAS,DRTS,2016,2025-04-26,,Israel,"Jerusalem, Israel",665.0,2022-03-08,Reverse Merger,2023-08-10,,,,,Secondary Transaction - Private,,Venture Capital,2023-08-10,Completed,,,2016-01-01,,,University Spin-Out,,,,Corporate,Completed,,0.0,0.0,-31.75,-47.06,185.8,,164.66,-34.62,-35.72,180,37,89,79,12,12,"Conversion of chemical elements, Electrotherapy, Preparations for medical, dental or toiletry purposes",29,,,,"Althera Medical sold a stake in the company to Deep Insight on August 10, 2023.","Alan Patricof, Althera Medical, Arc Ventures (United States), Das & Co., Deep Insight (Herzliya), Dynamic Loop Capital, Grand Decade, Happiness Capital, Healthcare Capital (Special Purpose Acquisition Company), HekaBio, Medison Ventures, MUUS Climate Partners, Orot Luces, OurCrowd, Regah Ventures, Ronald Cohen, Shavit Capital, Yozma Group Korea",
41966-29,Amdocs (NAS: DOX),Amdocs Ltd.,"Optiva, Salesforce, ServiceNow, Anaplan, Automatic Data Processing, Pegasystems, StudyStream (Business/Productivity Software), SAP, TIBCO Software, ATDI, Extreme Networks, Nutanix, CMTSU Liquidation, Cisco Systems, Sage Group, Infosys, Infor Global Solutions, Workday, Equinox Information Systems, InfoVista, Lexmark International, VMware, Telestream, MetTel, MicroStrategy (Business/Productivity Software), Synchronoss Technologies, Blackberry, 8X8, TASS Technology Solutions, Netcracker Technology, Logi Analytics, Amelia, Coupa, Astellia, Zoho Corporation, BroadSoft, Autodesk, HubSpot, Teradata, Ciena, TEOCO, SugarCRM, Genpact, Sigma Systems Canada, PayPal Holdings, Oracle, Openet, Virtusa, Tuxera, SADA Systems, Slack, The Ceridian (UK and Ireland unit), Saguna, Coforge, Calix, Epicor Software, Imperva, BMC Software, Okta, Oracle NetSuite, NTT Data Group, Samsung SDS Company, Tableau Software, Alteryx, Tomia, EPAM Systems, Amazon Web Services, Sutherland Global Services, Avaya, Evolving Networks Ltd, Red Hat, SAS Institute, Fair Isaac, Firebase, Adobe, NTT, Schneider Electric (Electrical Equipment), Vivo Collaboration","Amdocs Ltd is a provider of software and services to communications, cable and satellite, entertainment, and media industry service providers. The Company and its subsidiaries operate in one operating segment, providing software products and services for the communications, entertainment and media industry service being designed, develop, market, support, implement, and operate its open and modular cloud offering. The company offers business support systems, operational support systems, and managed services. Geographically, it derives a majority of revenue from North America and also has a presence in Europe and the Rest of the world.",Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"Mobile, TMT","catalog management, communication service, customer management, media services company, networking technology, revenue management",Formerly PE-Backed,502.27,Profitable,Publicly Held,"Debt Financed, Private Equity, Publicly Listed, Venture Capital",29058,NAS,DOX,1982,2025-04-26,,United States,"Saint Louis, MO",4460.58,1999-06-08,IPO,2020-06-17,650.0,,,,General Corporate Purpose,,Debt,2020-06-17,Completed,650.0,"Bonds - 650.00M $ (Senior, Unsecured; Fixed)",1997-12-05,,,Buyout/LBO,,,,Private Equity,Completed,Revolving Credit - 45.00M $ (All Assets; Syndicated; Floating); Term Loan A - 115.00M $ (All Assets; Syndicated; Floating); Term Loan B - 90.00M $ (All Assets; Syndicated; Floating),4869.85,-0.0156,496.37,444.78,9647.14,1750.73,9923.05,816.63,623.01,894,548,633,22,239,239,"Electric digital data processing, Information and communication technology [ict] specially adapted for administrative, commercial, financial, managerial or supervisory purposes, Telephonic communication, Transmission of digital information, Wireless communication networks",,,,,"The company received $650 million of debt on June 17, 2020.","HarbourVest Partners, SAIC Venture Capital, Welsh, Carson, Anderson & Stowe",
158893-66,Apollo Power (TAE: APLP),Apollo Power Ltd,,Apollo Power Ltd through SolarPaint develops solar energy technologies.,Energy,Energy Equipment,Alternative Energy Equipment,Alternative Energy Equipment*,"CleanTech, TMT","functional coatings technology, solar, solar energy harvester, solar energy harvesting, solar painting system",Formerly Angel backed,,Generating Revenue/Not Profitable,Publicly Held,"Pre-venture, Publicly Listed",109,TAE,APLP,2014,2025-01-04,,Israel,"Nachsholim, Israel",,,,2017-10-08,,,,,Reverse Merger,,Corporate,2017-10-08,Completed,,,,,,Seed Round,,,Seed Round,Individual,Completed,,3.46,0.237,-23.24,10.75,46.36,0.61,84.85,-17.79,-22.33,46,27,11,29,6,6,"Boards, substations or switching arrangements for the supply or distribution of electric power, Capacitors, Generation of electric power by conversion of infrared radiation, visible light or ultraviolet light, Inorganic semiconductor devices sensitive to infrared radiation, light, electromagnetic radiation of shorter wavelength or corpuscular radiation, Shaping or joining of plastics",,,2,"Florida-Israel Business Accelerator, OR City Holdings","The company acquired OR City Holdings (TAE: OR) through a reverse merger, resulting in the combined entity trading on the TAE Stock Exchange under the ticker symbol APLP on October 8, 2017.",Israel Innovation Authority,
149303-17,Aquarius Engines (TAE: AQUA),Aquarius Engines Ltd.,,"Aquarius Engines is engaged in the development, production and sale of engines and generators based on internal combustion.",Business Products and Services (B2B),Commercial Products,Electrical Equipment,Electrical Equipment*,"CleanTech, Climate Tech, Industrials, LOHAS & Wellness","automotive battery, combustion engine, electric engine, electric power supply, engine generator, grid infrastructure, non-battery storage, power generator",Formerly VC-backed,102.52,Generating Revenue/Not Profitable,Publicly Held,"Publicly Listed, Venture Capital",60,TAE,AQUA,2014,2025-02-27,,Israel,"Rosh Haayin, Israel",297.39,2020-12-02,IPO,2020-12-02,66.32,Actual,297.39,Estimated,IPO,,Public Investment,2020-12-02,Completed,,,2015-05-30,2.5,Actual,Seed Round,10.0,Actual,Seed Round,Venture Capital,Completed,,0.0,0.0,-14.21,-1.7,16.63,,6.35,-12.34,-13.63,69,7,58,9,2,2,"Cyclically operating valves for machines or engines, Internal-combustion piston engines, Machines or engines, in general or of positive-displacement type, Shafts, Springs",,,,,"The company raised NIS 223 million in its initial public offering on the Tel Aviv Stock Exchange under the ticker symbol of AQUA on December 2, 2020. A total of 6,214,000 shares were sold at a price of NIS 35.9 per share. After the offering, there was a total of 27,855,153 outstanding shares priced at a price of NIS 35.9 per share, valuing the company at NIS 1 billion.The total proceeds, before expenses, to the company was NIS 192 million and to the selling shareholders was NIS 31 million. In the offering, the company sold 5,349,241 shares and the selling shareholders sold 864,759 shares.","GlenRock Israel, Marius Nacht, Musashi Seimitsu Industry Company, Shlomo Elia, TPR Company",
64907-38,Arad (TAE: ARD),Arad Ltd,Arad Technologies,"Arad Ltd designs, manufactures, sells and supports water meters such as advanced water automatic meter reading (AMR) and advanced metering infrastructure (AMI) solutions. The company provides water meters to residential, bulk, irrigation and water management companies.",Information Technology,Computer Hardware,Electronic Equipment and Instruments,"Electronic Equipment and Instruments*, Environmental Services (B2B)","Manufacturing, TMT","bulk water meter, water boxes, water machine, water measurement, water measurement solutions, water measuring system, water meter",Corporation,,Profitable,Publicly Held,Publicly Listed,1180,TAE,ARD,1941,2023-10-06,,Israel,"Dalia, Israel",,,,2004-12-07,,,,,IPO,,Public Investment,2004-12-07,Completed,,,2004-12-07,,,IPO,,,,Public Investment,Completed,,394.04,0.0909,24.29,74.72,357.89,116.67,426.04,50.37,34.33,54,18,28,1,25,25,"Measuring not specially adapted for a specific variable, Measuring volume, volume flow, mass flow or liquid level",,,,,"The company completed its initial public offering on the Tel Aviv Stock Exchange under the ticker symbol of ARD on December 7, 2004.",,
170988-31,Arbe Robotics (NAS: ARBE),Arbe Robotics Ltd.,"Ouster, Mobileye, Velodyne Lidar, Echodyne, Texas Instruments, Metawave, Uhnder, NXP Semiconductors (Television Systems and Set-Top Box Business Lines)","Arbe Robotics Ltd is a provider of 4D Imaging Radar solutions enabling driver-assist systems while paving the way for fully autonomous driving. It is a research and development company in the field of chips for Advanced radar systems, which are mainly intended to be used as Advanced Driver Assistance Systems (ADAS) adapted for autonomous vehicles as well as for non-automotive uses. Its geographical segments include Sweden, China, Germany, Hong Kong, USA, Israel, Switzerland, Italy, and others.",Information Technology,Software,Business/Productivity Software,"Application Specific Semiconductors, Business/Productivity Software*, Electronic Equipment and Instruments","Artificial Intelligence & Machine Learning, Mobility Tech","automotive radar, autonomous driving, autonomous machine, imaging radar, imaging sensors, radar chips, radar device",Formerly VC-backed,215.08,Generating Revenue/Not Profitable,Publicly Held,"Debt Financed, M&A, Private Equity, Publicly Listed, Venture Capital",180,NAS,ARBE,2015,2025-04-26,,Israel,"Tel Aviv, Israel",631.0,2021-10-07,Reverse Merger,2025-01-07,28.75,Actual,,,PIPE,,Corporate,2025-01-07,Announced/In Progress,,,2016-04-01,0.65,Actual,Seed Round,1.65,Actual,Seed Round,Venture Capital,Completed,,0.77,-0.477599999999999,-49.32,8.34,143.02,-0.78,172.48,-49.07,-49.65,45,13,26,17,2,2,"Antennas, Printed circuits, Radio direction-finding, Semiconductor devices not covered by class h10, Systems for controlling or regulating non-electric variables",,,,,"The company (NAS: ARBE) is in talks to receive $28.75 million of development capital from undisclosed investors through a private placement as of January 7, 2025. The Company intends to use the net proceeds from this offering for working capital and general corporate purposes. Previously, the company raised $7.81 million in its second public offering on the Nasdaq Stock Exchange under the ticker symbol of ARBE on November 4, 2024. The company is being actively tracked by PitchBook.","100Partner Capital, 360 Capital, AI Alliance Fund, Arc Ventures (United States), Beijing Automotive Group Industrial Investment, Canaan Partners Israel, Catalyst Investments, China Everbright, Climate First, Geneva Insurance Group, High House Investment, Hyundai CRADLE, iAngels, Icebreaker (Mumbai), Industrial Tech Acquisitions, Kreos Capital, LoftyInc Capital Management, M&G, Maniv Mobility, MissionBlue Capital Partners, MobilityXlab, MoreTech Ventures, Next Gear Ventures, Noah Pickholtz, O.G. Venture Partners, OurCrowd, RIO Ventures Holdings, Silverhorn Investment Advisors, Special Situations Funds, Taya Ventures, Ten Venture Partners, Texas Ventures, Valhalla Investment Group, Varana Capital",
62232-85,AshotAshot Ashkelon Industries (TAE: ASHO),Ashot Ashkelon Industries Ltd.,,"Ashot- Ashkelon Industries Ltd produces metal products, aviation parts, armored combat vehicle systems, and heavy metal products. It supplies technological systems and components for the international aerospace, defense, automotive, and other industries. The company's products include gears, transmissions, gearboxes long and short shafts for jet engines, landing gear components, and tungsten-based products, among others. The company's domicile, and partly in the United States, the subsidiary's domicile. Marketing and sales activities are mainly in Israel, in the USA and Europe.",Business Products and Services (B2B),Commercial Products,Aerospace and Defense,Aerospace and Defense*,"Industrials, Manufacturing","aerospace and defense, aerospace molds, gear cutting, landing gear, landing gear components, optical inspection",Private Equity-Backed,,Profitable,Publicly Held,"M&A, Private Equity, Publicly Listed",511,TAE,ASHO,1967,2025-03-23,,Israel,"Ashkelon, Israel",98.85,2022-06-30,Buyout/LBO,2022-06-30,84.0,Actual,98.85,Estimated,Buyout/LBO,,Private Equity,2022-06-30,Completed,,,1992-06-02,,,IPO,,,,Public Investment,Completed,,105.55,0.2048,7.46,19.83,333.13,22.69,452.68,19.38,15.04,8,5,1,,7,7,Couplings for transmitting rotation,,,1,FIMI Opportunity Funds,"The company was acquired by FIMI Opportunity Funds through a $84 million LBO on June 30, 2022. The transaction values the company at an estimated $98.85 million.",Israel Military Industries,
41995-18,AudioCodes (TAE: AUDC),AudioCodes Limited,"ZTE, Radisys, Casa Systems, Grandstream Networks, beroNet, Ericsson, Peerless Network, Nokia, Sinch, Sangoma Technologies, Harmonic (Other Communications and Networking), Bandwidth (US), CommScope Holding Company, Philips Broadband Networks, Ooma, Vecima Networks, DASAN Zhone Solutions, Adtran, Aptilo Networks, Interop Technologies, MariTEL, Syniverse Technologies, Patton, Fujitsu, 8X8, Cisco Systems, Acme Packet","AudioCodes Ltd develops and sells onverged voice over IP and data networking solutions, products and applications to service providers and channels, OEMs, network equipment providers and system integrators. Its products include IP phones, session border controllers, voice applications, multi-service business routers, digital and analog media gateways, among others. The company generates revenues from the sale of products through a direct sales force and sales representatives. Its geographic segments are Israel, Americas, Europe, and the Far East. It derives a majority of the revenues from Americas segment.",Information Technology,Communications and Networking,Telecommunications Service Providers,"Telecommunications Service Providers*, Wireless Communications Equipment",TMT,"data communication, data network, internet calling, voice over packet",Formerly VC-backed,47.0,Profitable,Publicly Held,"Publicly Listed, Venture Capital",946,TAE,AUDC,1993,2025-04-26,,Israel,"Lod, Israel",,,,1999-05-28,47.0,Estimated,,,IPO,,Public Investment,1999-05-28,Completed,,,,,,Early Stage VC,,,,Venture Capital,Completed,,242.18,-0.009,15.31,-25.92,278.77,158.16,274.35,16.37,12.49,100,35,50,5,45,45,"Electric digital data processing, Pictorial communication, Speech analysis techniques or speech synthesis, Telephonic communication, Transmission of digital information",,,,,"The company raised $47 million in its initial public offering on the Nasdaq Stock Exchange under the ticker symbol of AUDC on May 28, 1999.","Genesis Partners, Pitango Venture Capital",
435442-78,Aura Air (TAE: AUSA-M),Aura Smart Air Ltd.,"Jets Air Pro, Dyson, Blue Air Heating, Molecule (Biotechnology)",Aura Smart Air Ltd is engaged in the development and marketing of air purification platforms inside buildings and air monitoring. The company's products include Aura Air; Aura Air Mini; and Ray Filters.,Consumer Products and Services (B2C),Consumer Non-Durables,Household Products,Household Products*,CleanTech,"air disinfectants, air purification product, air purifier, air quality, air quality device, air quality sensor, pollutant removal",Formerly VC-backed,17.75,Generating Revenue,Publicly Held,"Publicly Listed, Venture Capital",24,TAE,AUSA-M,2018,2024-12-23,,Israel,"Tel Aviv, Israel",10.0,2023-02-26,Merger/Acquisition,2023-02-26,10.0,Estimated,10.0,Estimated,Merger/Acquisition,,Corporate,2023-02-26,Failed/Cancelled,,,,1.5,Actual,Grant,,,,Other,Completed,,3.8,,,,1.01,,,,,5,2,3,,2,2,Air-conditioning,,,,,"The company was in talks to be acquired by Molekule for an estimated $10 million on an undisclosed date. Subsequently, the deal was cancelled. Previously, the company raised ILS 35 million in its initial public offering on the Tel Aviv Stock Exchange under the ticker symbol of AUSA on June 14, 2021. After the offering, the company was valued at ILS 167 million.","Florida-Israel Business Accelerator, Google for Startups, Highroad (Israel), Israel Innovation Authority, Merchavia Holdings And Investments, The Israeli Insurtech Accelerator",Molekule
53997-94,Avgol Industries (TAE: AVGL),Avgol Industries 1953 Limited,,"Avgol Industries 1953 Ltd is engaged in development, manufacturing and marketing of nonwoven fabrics for diapers, adult incontinence products, disposable feminine hygiene products, disposable medical products, wipes, fabrics used to produce masks, gowns and additional medical products.",Consumer Products and Services (B2C),Consumer Non-Durables,Personal Products,"Other Consumer Non-Durables, Personal Products*",Manufacturing,"adult incontinence product, baby diapers, feminine hygiene, feminine hygiene product, hygiene product, nonwoven fabric, nonwoven fabric product, polypropylene",Formerly PE-Backed,1.27,Generating Revenue/Not Profitable,Publicly Held,"Debt Financed, M&A, Private Equity, Publicly Listed",915,TAE,AVGL,1953,2025-03-16,Indorama Ventures,Israel,"Tel Aviv, Israel",108.81,2023-09-19,Secondary Transaction - Private,2023-09-19,37.03,Estimated,108.81,Estimated,Secondary Transaction - Private,,Corporate,2023-09-19,Failed/Cancelled,,,2007-01-28,,,IPO,,,,Public Investment,Completed,,350.03,0.1005,-0.62,135.47,126.09,48.37,255.64,43.57,17.43,42,23,4,3,35,35,"Filters implantable into blood vessels, Making textile fabrics",,Indorama Ventures,,,"An undisclosed investor had been in talks to sell a 34.03% stake in the company to Indorama Ventures Public for ILS 142.46 million. Subsequently, the deal was canceled on October 26, 2023. Previously, the company (TAE: AVGL) was acquired by Indorama Ventures Public (BKK: IVL) for $440 million on July 26, 2018. The acquisition offers extensive value creation and synergy within Indorama Ventures, including growth opportunities in adjacent segments through the strong innovation pipeline. The addition of Avgol reinforces IVL's existing leading position in this segment. IVL is now able to offer a full suite of personal hygiene-oriented nonwoven products that best serve customer needs.","Ethemba Capital, Goldrock Partners, Israel Petrochemical Enterprises, Leumi Partners, Mustang Mezzanine Fund, Rinkelberg Capital",
165529-36,Avrot Industries (TAE: AVRT),Avrot Industries Ltd,,"Avrot Industries Ltd provides covering & inner coating of steel pipes for transportation uses. It manufactures and markets plastic pipes for transporting liquids. The company also provides cleaning, coating & painting of metal products & through its holdings manufactures & distributes plastic pipes & tubes. Its plastic pipes used for conveying water, gas, sewage, fuel.",Business Products and Services (B2B),Commercial Products,Other Commercial Products,Other Commercial Products*,Manufacturing,"pipe manufacturer, pipes fittings, plastic pipe product, plastic pipeline, steel pipe maker, steel pipe product",Corporation,,Generating Revenue,Publicly Held,"M&A, Publicly Listed",,TAE,AVRT,1984,2024-12-12,Shapir Engineering and Industry,Israel,"Beerot Yitzhak, Israel",23.0,2021-11-01,Merger/Acquisition,2021-11-01,23.0,Actual,23.0,,Merger/Acquisition,,Corporate,2021-11-01,Completed,,,1992-01-01,,,IPO,,,,Public Investment,Completed,,,,,,15.07,,,,,,,,,,,,,Shapir Engineering and Industry,,,The company was acquired by Shapir Engineering and Industry (TAE: SPEN) for $23 million in November 2021.,,
234068-14,Axilion (TAE: AILN),Axilion Ltd.,,"Axilion Smart Mobility Ltd is an artificial intelligence-based software company. The company is focused on developing, applying, and implementing software systems (SaaS) based on artificial intelligence, which enables cities to manage their entire mobility system optimally. Its solutions optimize traffic light systems' timing using a comprehensive analysis of the traffic light network, road users, and network demand. These solutions help in reducing air pollution, prioritize public transit, and improve road-user safety.",Information Technology,Software,Communication Software,"Communication Software*, Other Transportation","Artificial Intelligence & Machine Learning, Internet of Things, Mobility Tech, SaaS","communication software system, enterprise asset management, enterprise resource planning, erp, intelligent transportation system software, smart city application, smart traffic light, smart traffic light timing software, traffic signals network coordination, transit signal priority",Formerly VC-backed,24.86,Generating Revenue/Not Profitable,Publicly Held,"Publicly Listed, Venture Capital",55,TAE,AILN,2009,2025-01-10,,Israel,"Tel Aviv, Israel",386.6,2020-12-02,Reverse Merger,2021-01-06,18.86,Actual,,,PIPE,,Individual,2021-01-06,Completed,,,2009-01-01,,,University Spin-Out,,,,Corporate,Completed,,0.59,0.1578,-6.19,-3.46,2.51,-0.32,-1.77,-6.13,-6.39,6,2,,,6,6,,,,2,"Apio Africa, Ramot at Tel Aviv University","The company (TAE:AILN) received ILS 61 million of development capital from undisclosed investors on January 6, 2021 through a private placement. Previously, the company acquired Apio Africa (TAE: AILN) through a reverse merger, resulting in the combined entity trading on the TAE under the ticker symbol AILN on December 2, 2020. Also, the company joined EIT KIC Urban Mobility and UnternehmerTUM on December 2, 2020 and received EUR 3,000 in funding.","Arik Steinberg, EIT KIC Urban Mobility, John Casesa, John Procari, Leading Cities, Mark Josephson, Shy Datika, UnternehmerTUM",
41515-75,B.O.S. Better Online Solutions (NAS: BOSC),B.O.S. Better Online Solutions Ltd.,,"BOS Better Online Solutions Ltd is a provider of Intelligent Robotics and Supply Chain solutions for enterprises. The company manages its business in three reportable divisions: the Intelligent Robotics segment, the RFID Division segment, and the Supply Chain Solutions segment. The majority of revenue derives from Supply Chain Solutions which distributes electro-mechanical components, mainly to customers in the aerospace, defense, and other industries, and is a supply chain service provider for aviation customers that seek a comprehensive solution to their components-supply needs. Geographically company derives the majority of its revenue from Israel.",Information Technology,Computer Hardware,Other Hardware,"Application Software, Other Hardware*, Other IT Services","Internet of Things, Manufacturing, TMT","aidc hardware, automation systems, electronic components consolidation, rfid software, robotics r&d, supply chain product",Corporation,12.28,Profitable,Publicly Held,"Private Equity, Publicly Listed, Venture Capital",80,NAS,BOSC,1990,2025-04-26,,Israel,"Rishon LeZion, Israel",113.11,2000-05-04,PIPE,2020-12-30,2.0,Actual,,,PIPE,,Corporate,2020-12-30,Completed,,,1996-04-02,,,IPO,,,,Public Investment,Completed,,39.95,-0.0957,2.3,-1.2,21.98,9.29,19.22,2.06,1.5,1,1,,,1,1,,,,,,"The company (NAS:BOSC) received $2 million of development capital from undisclosed investors on December 30, 2020, through a private placement.","Apex Mutavim, Catalyst Investments, EN Shoham Business",
53309-98,BATM Advanced Communications (LON: BVC),"BATM Advanced Communications, Ltd.",,"BATM Advanced Communications Ltd is an Israel-based technology company. The company organizes its business operations into three divisions: Networking, Cyber Division, and Diagnostics Division. Networking includes marketing, research, and development of data communication products, which includes high-performance connectivity solutions for the network edge, Cyber Division mostly includes the provision of integrated hardware and software solutions for network encryption, including hardware security modules (HSMs). Diagnostics division is mainly engaged in the sale and distribution of in vitro diagnostics (IVD) reagents and instruments, including the development and production of proprietary products. Its geographical segments are the United States of America, Israel, and Europe.",Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Network Management Software, Other Healthcare Technology Systems","Cybersecurity, Life Sciences, Manufacturing, TMT","biomedical, biowaste treatment, cyber security, data and telecommunication, data networking technology, medical laboratory systems",Formerly PE-Backed,21.87,Generating Revenue/Not Profitable,Publicly Held,"Private Equity, Publicly Listed",1021,LON,BVC,1992,2025-04-26,,Israel,"Hod HaSharon, Israel",18.71,1996-07-11,IPO,2019-07-01,18.0,Actual,,,PIPE,,Corporate,2019-07-01,Completed,,,,,,PE Growth/Expansion,,,,Private Equity,Completed,,117.34,0.0052,-22.3,-22.92,81.73,36.8,78.24,0.55,-4.42,,,,,,,,,,,,The company (LON:BVC) received $18 million of development capital from undisclosed investors in July 2019 through a private placement.,Goldrock Partners,
